"MSN","StateCode","Year","Data","Description"
"ARTCB","AZ",2005,30780.24887,"Asphalt and road oil total consumption."
"ARTCB","AZ",2006,27372.74708,"Asphalt and road oil total consumption."
"ARTCB","AZ",2007,27034.39303,"Asphalt and road oil total consumption."
"ARTCB","AZ",2008,23059.23241,"Asphalt and road oil total consumption."
"ARTCB","AZ",2009,19894.53622,"Asphalt and road oil total consumption."
"ARTCB","CA",1960,70774.23143,"Asphalt and road oil total consumption."
"ARTCB","CA",1961,76144.71352,"Asphalt and road oil total consumption."
"ARTCB","CA",1962,78080.1994,"Asphalt and road oil total consumption."
"ARTCB","CA",1963,80479.18521,"Asphalt and road oil total consumption."
"ARTCB","CA",1964,83422.03673,"Asphalt and road oil total consumption."
"ARTCB","CA",1965,78915.22805,"Asphalt and road oil total consumption."
"ARTCB","CA",1966,80100.43033,"Asphalt and road oil total consumption."
"ARTCB","CA",1967,73535.15058,"Asphalt and road oil total consumption."
"ARTCB","CA",1968,78732.00371,"Asphalt and road oil total consumption."
"ARTCB","CA",1969,86848.51496,"Asphalt and road oil total consumption."
"ARTCB","CA",1970,80189.82455,"Asphalt and road oil total consumption."
"ARTCB","CA",1971,80854.88162,"Asphalt and road oil total consumption."
"ARTCB","CA",1972,81142.71002,"Asphalt and road oil total consumption."
"ARTCB","CA",1973,87351.64108,"Asphalt and road oil total consumption."
"ARTCB","CA",1974,79024.01439,"Asphalt and road oil total consumption."
"ARTCB","CA",1975,87238.73266,"Asphalt and road oil total consumption."
"ARTCB","CA",1976,93449.23997,"Asphalt and road oil total consumption."
"ARTCB","CA",1977,99518.97052,"Asphalt and road oil total consumption."
"ARTCB","CA",1978,101859.8548,"Asphalt and road oil total consumption."
"ARTCB","CA",1979,142557.645,"Asphalt and road oil total consumption."
"ARTCB","CA",1980,122308.7164,"Asphalt and road oil total consumption."
"ARTCB","CA",1981,65241.51341,"Asphalt and road oil total consumption."
"ARTCB","CA",1982,65153.73579,"Asphalt and road oil total consumption."
"ARTCB","CA",1983,73769.4404,"Asphalt and road oil total consumption."
"ARTCB","CA",1984,101279.4951,"Asphalt and road oil total consumption."
"ARTCB","CA",1985,91894.48861,"Asphalt and road oil total consumption."
"ARTCB","CA",1986,102016.5525,"Asphalt and road oil total consumption."
"ARTCB","CA",1987,109215.7437,"Asphalt and road oil total consumption."
"ARTCB","CA",1988,101814.9885,"Asphalt and road oil total consumption."
"ARTCB","CA",1989,99513.65754,"Asphalt and road oil total consumption."
"ARTCB","CA",1990,98621.05793,"Asphalt and road oil total consumption."
"ARTCB","CA",1991,94569.61171,"Asphalt and road oil total consumption."
"ARTCB","CA",1992,89971.09246,"Asphalt and road oil total consumption."
"ARTCB","CA",1993,82504.34456,"Asphalt and road oil total consumption."
"ARTCB","CA",1994,81207.5955,"Asphalt and road oil total consumption."
"ARTCB","CA",1995,81036.2289,"Asphalt and road oil total consumption."
"ARTCB","CA",1996,82279.99878,"Asphalt and road oil total consumption."
"ARTCB","CA",1997,76390.54321,"Asphalt and road oil total consumption."
"ARTCB","CA",1998,103333.9789,"Asphalt and road oil total consumption."
"ARTCB","CA",1999,135149.8839,"Asphalt and road oil total consumption."
"ARTCB","CA",2000,135103.8937,"Asphalt and road oil total consumption."
"ARTCB","CA",2001,125554.839,"Asphalt and road oil total consumption."
"ARTCB","CA",2002,118493.1644,"Asphalt and road oil total consumption."
"ARTCB","CA",2003,90543.81675,"Asphalt and road oil total consumption."
"ARTCB","CA",2004,91629.57949,"Asphalt and road oil total consumption."
"ARTCB","CA",2005,87109.93925,"Asphalt and road oil total consumption."
"ARTCB","CA",2006,80492.43371,"Asphalt and road oil total consumption."
"ARTCB","CA",2007,99922.13094,"Asphalt and road oil total consumption."
"ARTCB","CA",2008,82940.51795,"Asphalt and road oil total consumption."
"ARTCB","CA",2009,71557.59172,"Asphalt and road oil total consumption."
"ARTCB","NM",1960,6396.79018,"Asphalt and road oil total consumption."
"ARTCB","NM",1961,6716.24172,"Asphalt and road oil total consumption."
"ARTCB","NM",1962,6688.73609,"Asphalt and road oil total consumption."
"ARTCB","NM",1963,6815.97456,"Asphalt and road oil total consumption."
"ARTCB","NM",1964,7773.469,"Asphalt and road oil total consumption."
"ARTCB","NM",1965,9209.90446,"Asphalt and road oil total consumption."
"ARTCB","NM",1966,8144.31363,"Asphalt and road oil total consumption."
"ARTCB","NM",1967,7575.74812,"Asphalt and road oil total consumption."
"ARTCB","NM",1968,9667.48831,"Asphalt and road oil total consumption."
"ARTCB","NM",1969,6418.0506,"Asphalt and road oil total consumption."
"ARTCB","NM",1970,8017.62681,"Asphalt and road oil total consumption."
"ARTCB","NM",1971,5393.73954,"Asphalt and road oil total consumption."
"ARTCB","NM",1972,6401.57056,"Asphalt and road oil total consumption."
"ARTCB","NM",1973,6604.93741,"Asphalt and road oil total consumption."
"ARTCB","NM",1974,9058.57519,"Asphalt and road oil total consumption."
"ARTCB","NM",1975,10830.37219,"Asphalt and road oil total consumption."
"ARTCB","NM",1976,9699.06492,"Asphalt and road oil total consumption."
"ARTCB","NM",1977,7953.0578,"Asphalt and road oil total consumption."
"ARTCB","NM",1978,9501.10322,"Asphalt and road oil total consumption."
"ARTCB","NM",1979,9429.7189,"Asphalt and road oil total consumption."
"ARTCB","NM",1980,7552.98949,"Asphalt and road oil total consumption."
"ARTCB","NM",1981,7721.65909,"Asphalt and road oil total consumption."
"ARTCB","NM",1982,9610.17431,"Asphalt and road oil total consumption."
"ARTCB","NM",1983,11773.68238,"Asphalt and road oil total consumption."
"ARTCB","NM",1984,12612.77405,"Asphalt and road oil total consumption."
"ARTCB","NM",1985,9960.82466,"Asphalt and road oil total consumption."
"ARTCB","NM",1986,10724.60776,"Asphalt and road oil total consumption."
"ARTCB","NM",1987,13728.31817,"Asphalt and road oil total consumption."
"ARTCB","NM",1988,14019.47771,"Asphalt and road oil total consumption."
"ARTCB","NM",1989,11052.32403,"Asphalt and road oil total consumption."
"ARTCB","NM",1990,9625.90939,"Asphalt and road oil total consumption."
"ARTCB","NM",1991,10117.33691,"Asphalt and road oil total consumption."
"ARTCB","NM",1992,12433.53443,"Asphalt and road oil total consumption."
"ARTCB","NM",1993,16179.46817,"Asphalt and road oil total consumption."
"ARTCB","NM",1994,14030.73602,"Asphalt and road oil total consumption."
"ARTCB","NM",1995,12336.54359,"Asphalt and road oil total consumption."
"ARTCB","NM",1996,10936.11685,"Asphalt and road oil total consumption."
"ARTCB","NM",1997,8179.98511,"Asphalt and road oil total consumption."
"ARTCB","NM",1998,13592.78849,"Asphalt and road oil total consumption."
"ARTCB","NM",1999,12624.61188,"Asphalt and road oil total consumption."
"ARTCB","NM",2000,11778.1003,"Asphalt and road oil total consumption."
"ARTCB","NM",2001,5250.17366,"Asphalt and road oil total consumption."
"ARTCB","NM",2002,13234.20174,"Asphalt and road oil total consumption."
"ARTCB","NM",2003,13125.77017,"Asphalt and road oil total consumption."
"ARTCB","NM",2004,13206.4841,"Asphalt and road oil total consumption."
"ARTCB","NM",2005,11943.20769,"Asphalt and road oil total consumption."
"ARTCB","NM",2006,12825.79815,"Asphalt and road oil total consumption."
"ARTCB","NM",2007,15601.94413,"Asphalt and road oil total consumption."
"ARTCB","NM",2008,11727.13548,"Asphalt and road oil total consumption."
"ARTCB","NM",2009,10117.67946,"Asphalt and road oil total consumption."
"ARTCB","TX",1960,41700.15006,"Asphalt and road oil total consumption."
"ARTCB","TX",1961,48304.65713,"Asphalt and road oil total consumption."
"ARTCB","TX",1962,50028.63007,"Asphalt and road oil total consumption."
"ARTCB","TX",1963,47426.65965,"Asphalt and road oil total consumption."
"ARTCB","TX",1964,48850.52367,"Asphalt and road oil total consumption."
"ARTCB","TX",1965,51835.30801,"Asphalt and road oil total consumption."
"ARTCB","TX",1966,56112.98503,"Asphalt and road oil total consumption."
"ARTCB","TX",1967,59552.82597,"Asphalt and road oil total consumption."
"ARTCB","TX",1968,61556.25906,"Asphalt and road oil total consumption."
"ARTCB","TX",1969,66144.67003,"Asphalt and road oil total consumption."
"ARTCB","TX",1970,78867.81815,"Asphalt and road oil total consumption."
"ARTCB","TX",1971,76174.8896,"Asphalt and road oil total consumption."
"ARTCB","TX",1972,75513.20535,"Asphalt and road oil total consumption."
"ARTCB","TX",1973,77978.03958,"Asphalt and road oil total consumption."
"ARTCB","TX",1974,81041.71494,"Asphalt and road oil total consumption."
"ARTCB","TX",1975,54080.38215,"Asphalt and road oil total consumption."
"ARTCB","TX",1976,44787.12216,"Asphalt and road oil total consumption."
"ARTCB","TX",1977,36099.21111,"Asphalt and road oil total consumption."
"ARTCB","TX",1978,47413.57372,"Asphalt and road oil total consumption."
"ARTCB","TX",1979,62155.19263,"Asphalt and road oil total consumption."
"ARTCB","TX",1980,72373.22122,"Asphalt and road oil total consumption."
"ARTCB","TX",1981,52579.25537,"Asphalt and road oil total consumption."
"ARTCB","TX",1982,52122.99593,"Asphalt and road oil total consumption."
"ARTCB","TX",1983,77779.97323,"Asphalt and road oil total consumption."
"ARTCB","TX",1984,71200.39821,"Asphalt and road oil total consumption."
"ARTCB","TX",1985,78354.83073,"Asphalt and road oil total consumption."
"ARTCB","TX",1986,90548.45856,"Asphalt and road oil total consumption."
"ARTCB","TX",1987,83620.0417,"Asphalt and road oil total consumption."
"ARTCB","TX",1988,95781.00946,"Asphalt and road oil total consumption."
"ARTCB","TX",1989,64248.84433,"Asphalt and road oil total consumption."
"ARTCB","TX",1990,92991.42253,"Asphalt and road oil total consumption."
"ARTCB","TX",1991,62183.02441,"Asphalt and road oil total consumption."
"ARTCB","TX",1992,78306.85099,"Asphalt and road oil total consumption."
"ARTCB","TX",1993,84504.27655,"Asphalt and road oil total consumption."
"ARTCB","TX",1994,72642.51402,"Asphalt and road oil total consumption."
"ARTCB","TX",1995,78262.51879,"Asphalt and road oil total consumption."
"ARTCB","TX",1996,79380.44789,"Asphalt and road oil total consumption."
"ARTCB","TX",1997,69738.8638,"Asphalt and road oil total consumption."
"ARTCB","TX",1998,74329.5184,"Asphalt and road oil total consumption."
"ARTCB","TX",1999,55993.47094,"Asphalt and road oil total consumption."
"ARTCB","TX",2000,52804.26209,"Asphalt and road oil total consumption."
"ARTCB","TX",2001,77777.15837,"Asphalt and road oil total consumption."
"ARTCB","TX",2002,87617.128,"Asphalt and road oil total consumption."
"ARTCB","TX",2003,92343.77999,"Asphalt and road oil total consumption."
"ARTCB","TX",2004,86174.82611,"Asphalt and road oil total consumption."
"ARTCB","TX",2005,114067.5041,"Asphalt and road oil total consumption."
"ARTCB","TX",2006,104457.8073,"Asphalt and road oil total consumption."
"ARTCB","TX",2007,100464.9134,"Asphalt and road oil total consumption."
"ARTCB","TX",2008,71106.86146,"Asphalt and road oil total consumption."
"ARTCB","TX",2009,61348.0105,"Asphalt and road oil total consumption."
"AVTCB","AZ",1960,3531.04046,"Aviation gasoline total consumption."
"AVTCB","AZ",1961,2323.87083,"Aviation gasoline total consumption."
"AVTCB","AZ",1962,3776.94172,"Aviation gasoline total consumption."
"AVTCB","AZ",1963,3399.17777,"Aviation gasoline total consumption."
"AVTCB","AZ",1964,3005.9157,"Aviation gasoline total consumption."
"AVTCB","AZ",1965,2411.14403,"Aviation gasoline total consumption."
"AVTCB","AZ",1966,2634.70602,"Aviation gasoline total consumption."
"AVTCB","AZ",1967,2721.23071,"Aviation gasoline total consumption."
"AVTCB","AZ",1968,2402.64421,"Aviation gasoline total consumption."
"AVTCB","AZ",1969,2168.1322,"Aviation gasoline total consumption."
"AVTCB","AZ",1970,2157.63166,"Aviation gasoline total consumption."
"AVTCB","AZ",1971,2113.40406,"Aviation gasoline total consumption."
"AVTCB","AZ",1972,2070.50333,"Aviation gasoline total consumption."
"AVTCB","AZ",1973,1813.71298,"Aviation gasoline total consumption."
"AVTCB","AZ",1974,2046.76309,"Aviation gasoline total consumption."
"AVTCB","AZ",1975,1806.92085,"Aviation gasoline total consumption."
"AVTCB","AZ",1976,1700.67009,"Aviation gasoline total consumption."
"AVTCB","AZ",1977,1890.50371,"Aviation gasoline total consumption."
"AVTCB","AZ",1978,1724.15869,"Aviation gasoline total consumption."
"AVTCB","AZ",1979,1864.05512,"Aviation gasoline total consumption."
"AVTCB","AZ",1980,1416.42221,"Aviation gasoline total consumption."
"AVTCB","AZ",1981,1136.46502,"Aviation gasoline total consumption."
"AVTCB","AZ",1982,791.3684,"Aviation gasoline total consumption."
"AVTCB","AZ",1983,788.21239,"Aviation gasoline total consumption."
"AVTCB","AZ",1984,958.44599,"Aviation gasoline total consumption."
"AVTCB","AZ",1985,928.6003,"Aviation gasoline total consumption."
"AVTCB","AZ",1986,1139.21406,"Aviation gasoline total consumption."
"AVTCB","AZ",1987,1046.85202,"Aviation gasoline total consumption."
"AVTCB","AZ",1988,937.93536,"Aviation gasoline total consumption."
"AVTCB","AZ",1989,1060.83634,"Aviation gasoline total consumption."
"AVTCB","AZ",1990,979.10236,"Aviation gasoline total consumption."
"AVTCB","AZ",1991,950.18822,"Aviation gasoline total consumption."
"AVTCB","AZ",1992,797.6051,"Aviation gasoline total consumption."
"AVTCB","AZ",1993,646.00038,"Aviation gasoline total consumption."
"AVTCB","AZ",1994,716.82216,"Aviation gasoline total consumption."
"AVTCB","AZ",1995,702.70507,"Aviation gasoline total consumption."
"AVTCB","AZ",1996,780.22736,"Aviation gasoline total consumption."
"AVTCB","AZ",1997,761.41139,"Aviation gasoline total consumption."
"AVTCB","AZ",1998,964.59875,"Aviation gasoline total consumption."
"AVTCB","AZ",1999,792.43504,"Aviation gasoline total consumption."
"AVTCB","AZ",2000,1028.41314,"Aviation gasoline total consumption."
"AVTCB","AZ",2001,966.39487,"Aviation gasoline total consumption."
"AVTCB","AZ",2002,925.29401,"Aviation gasoline total consumption."
"AVTCB","AZ",2003,1177.42409,"Aviation gasoline total consumption."
"AVTCB","AZ",2004,826.83933,"Aviation gasoline total consumption."
"AVTCB","AZ",2005,946.61716,"Aviation gasoline total consumption."
"AVTCB","AZ",2006,892.73375,"Aviation gasoline total consumption."
"AVTCB","AZ",2007,731.98055,"Aviation gasoline total consumption."
"AVTCB","AZ",2008,789.37585,"Aviation gasoline total consumption."
"AVTCB","AZ",2009,640.33799,"Aviation gasoline total consumption."
"AVTCB","CA",1960,27172.79566,"Aviation gasoline total consumption."
"AVTCB","CA",1961,17354.57387,"Aviation gasoline total consumption."
"AVTCB","CA",1962,24954.59057,"Aviation gasoline total consumption."
"AVTCB","CA",1963,22040.13004,"Aviation gasoline total consumption."
"AVTCB","CA",1964,19461.47419,"Aviation gasoline total consumption."
"AVTCB","CA",1965,16869.61579,"Aviation gasoline total consumption."
"AVTCB","CA",1966,16100.91529,"Aviation gasoline total consumption."
"AVTCB","CA",1967,14297.93304,"Aviation gasoline total consumption."
"AVTCB","CA",1968,14375.77724,"Aviation gasoline total consumption."
"AVTCB","CA",1969,11905.41663,"Aviation gasoline total consumption."
"AVTCB","CA",1970,11023.92457,"Aviation gasoline total consumption."
"AVTCB","CA",1971,10277.92634,"Aviation gasoline total consumption."
"AVTCB","CA",1972,10476.50325,"Aviation gasoline total consumption."
"AVTCB","CA",1973,10288.8123,"Aviation gasoline total consumption."
"AVTCB","CA",1974,9987.76725,"Aviation gasoline total consumption."
"AVTCB","CA",1975,8280.49038,"Aviation gasoline total consumption."
"AVTCB","CA",1976,7925.92406,"Aviation gasoline total consumption."
"AVTCB","CA",1977,8314.33117,"Aviation gasoline total consumption."
"AVTCB","CA",1978,8851.95331,"Aviation gasoline total consumption."
"AVTCB","CA",1979,8489.30686,"Aviation gasoline total consumption."
"AVTCB","CA",1980,1440.35084,"Aviation gasoline total consumption."
"AVTCB","CA",1981,666.29885,"Aviation gasoline total consumption."
"AVTCB","CA",1982,5778.98447,"Aviation gasoline total consumption."
"AVTCB","CA",1983,5891.37284,"Aviation gasoline total consumption."
"AVTCB","CA",1984,5286.48564,"Aviation gasoline total consumption."
"AVTCB","CA",1985,6836.82559,"Aviation gasoline total consumption."
"AVTCB","CA",1986,6754.36651,"Aviation gasoline total consumption."
"AVTCB","CA",1987,5470.31487,"Aviation gasoline total consumption."
"AVTCB","CA",1988,6621.4986,"Aviation gasoline total consumption."
"AVTCB","CA",1989,6575.02464,"Aviation gasoline total consumption."
"AVTCB","CA",1990,5581.15729,"Aviation gasoline total consumption."
"AVTCB","CA",1991,5506.39045,"Aviation gasoline total consumption."
"AVTCB","CA",1992,5344.53078,"Aviation gasoline total consumption."
"AVTCB","CA",1993,4134.01927,"Aviation gasoline total consumption."
"AVTCB","CA",1994,4003.23407,"Aviation gasoline total consumption."
"AVTCB","CA",1995,4073.36023,"Aviation gasoline total consumption."
"AVTCB","CA",1996,3880.92199,"Aviation gasoline total consumption."
"AVTCB","CA",1997,4222.32913,"Aviation gasoline total consumption."
"AVTCB","CA",1998,2899.15444,"Aviation gasoline total consumption."
"AVTCB","CA",1999,4166.70279,"Aviation gasoline total consumption."
"AVTCB","CA",2000,3651.28584,"Aviation gasoline total consumption."
"AVTCB","CA",2001,2706.15809,"Aviation gasoline total consumption."
"AVTCB","CA",2002,3024.76261,"Aviation gasoline total consumption."
"AVTCB","CA",2003,3033.03487,"Aviation gasoline total consumption."
"AVTCB","CA",2004,2795.48795,"Aviation gasoline total consumption."
"AVTCB","CA",2005,2675.62975,"Aviation gasoline total consumption."
"AVTCB","CA",2006,2325.79073,"Aviation gasoline total consumption."
"AVTCB","CA",2007,2233.97912,"Aviation gasoline total consumption."
"AVTCB","CA",2008,2056.82936,"Aviation gasoline total consumption."
"AVTCB","CA",2009,1438.95234,"Aviation gasoline total consumption."
"AVTCB","NM",1960,1013.90049,"Aviation gasoline total consumption."
"AVTCB","NM",1961,903.74283,"Aviation gasoline total consumption."
"AVTCB","NM",1962,1451.50843,"Aviation gasoline total consumption."
"AVTCB","NM",1963,1415.74204,"Aviation gasoline total consumption."
"AVTCB","NM",1964,1592.44026,"Aviation gasoline total consumption."
"AVTCB","NM",1965,1204.06032,"Aviation gasoline total consumption."
"AVTCB","NM",1966,1016.65115,"Aviation gasoline total consumption."
"AVTCB","NM",1967,721.53028,"Aviation gasoline total consumption."
"AVTCB","NM",1968,651.15247,"Aviation gasoline total consumption."
"AVTCB","NM",1969,636.82499,"Aviation gasoline total consumption."
"AVTCB","NM",1970,561.80348,"Aviation gasoline total consumption."
"AVTCB","NM",1971,590.69031,"Aviation gasoline total consumption."
"AVTCB","NM",1972,537.69539,"Aviation gasoline total consumption."
"AVTCB","NM",1973,426.80557,"Aviation gasoline total consumption."
"AVTCB","NM",1974,540.84777,"Aviation gasoline total consumption."
"AVTCB","NM",1975,409.97044,"Aviation gasoline total consumption."
"AVTCB","NM",1976,399.00169,"Aviation gasoline total consumption."
"AVTCB","NM",1977,411.76566,"Aviation gasoline total consumption."
"AVTCB","NM",1978,412.15592,"Aviation gasoline total consumption."
"AVTCB","NM",1979,402.27032,"Aviation gasoline total consumption."
"AVTCB","NM",1980,841.63159,"Aviation gasoline total consumption."
"AVTCB","NM",1981,686.83997,"Aviation gasoline total consumption."
"AVTCB","NM",1982,651.31371,"Aviation gasoline total consumption."
"AVTCB","NM",1983,535.0619,"Aviation gasoline total consumption."
"AVTCB","NM",1984,419.36129,"Aviation gasoline total consumption."
"AVTCB","NM",1985,477.8613,"Aviation gasoline total consumption."
"AVTCB","NM",1986,523.25034,"Aviation gasoline total consumption."
"AVTCB","NM",1987,438.10845,"Aviation gasoline total consumption."
"AVTCB","NM",1988,277.05736,"Aviation gasoline total consumption."
"AVTCB","NM",1989,486.88187,"Aviation gasoline total consumption."
"AVTCB","NM",1990,433.3237,"Aviation gasoline total consumption."
"AVTCB","NM",1991,472.84878,"Aviation gasoline total consumption."
"AVTCB","NM",1992,472.55605,"Aviation gasoline total consumption."
"AVTCB","NM",1993,357.69881,"Aviation gasoline total consumption."
"AVTCB","NM",1994,311.8455,"Aviation gasoline total consumption."
"AVTCB","NM",1995,269.11171,"Aviation gasoline total consumption."
"AVTCB","NM",1996,508.43153,"Aviation gasoline total consumption."
"AVTCB","NM",1997,513.62613,"Aviation gasoline total consumption."
"AVTCB","NM",1998,307.80336,"Aviation gasoline total consumption."
"AVTCB","NM",1999,350.95745,"Aviation gasoline total consumption."
"AVTCB","NM",2000,370.32663,"Aviation gasoline total consumption."
"AVTCB","NM",2001,399.28393,"Aviation gasoline total consumption."
"AVTCB","NM",2002,371.99782,"Aviation gasoline total consumption."
"AVTCB","NM",2003,324.96959,"Aviation gasoline total consumption."
"AVTCB","NM",2004,447.94165,"Aviation gasoline total consumption."
"AVTCB","NM",2005,300.68644,"Aviation gasoline total consumption."
"AVTCB","NM",2006,245.13845,"Aviation gasoline total consumption."
"AVTCB","NM",2007,231.56413,"Aviation gasoline total consumption."
"AVTCB","NM",2008,597.63378,"Aviation gasoline total consumption."
"AVTCB","NM",2009,437.22152,"Aviation gasoline total consumption."
"AVTCB","TX",1960,16459.98886,"Aviation gasoline total consumption."
"AVTCB","TX",1961,14413.73441,"Aviation gasoline total consumption."
"AVTCB","TX",1962,19602.90128,"Aviation gasoline total consumption."
"AVTCB","TX",1963,18447.64583,"Aviation gasoline total consumption."
"AVTCB","TX",1964,17013.57996,"Aviation gasoline total consumption."
"AVTCB","TX",1965,17453.45192,"Aviation gasoline total consumption."
"AVTCB","TX",1966,15202.1357,"Aviation gasoline total consumption."
"AVTCB","TX",1967,13483.16055,"Aviation gasoline total consumption."
"AVTCB","TX",1968,11221.48194,"Aviation gasoline total consumption."
"AVTCB","TX",1969,11039.17387,"Aviation gasoline total consumption."
"AVTCB","TX",1970,10131.47568,"Aviation gasoline total consumption."
"AVTCB","TX",1971,10084.76133,"Aviation gasoline total consumption."
"AVTCB","TX",1972,7898.38303,"Aviation gasoline total consumption."
"AVTCB","TX",1973,7846.78142,"Aviation gasoline total consumption."
"AVTCB","TX",1974,8092.19736,"Aviation gasoline total consumption."
"AVTCB","TX",1975,6623.55788,"Aviation gasoline total consumption."
"AVTCB","TX",1976,6411.47888,"Aviation gasoline total consumption."
"AVTCB","TX",1977,6872.75048,"Aviation gasoline total consumption."
"AVTCB","TX",1978,6454.46932,"Aviation gasoline total consumption."
"AVTCB","TX",1979,5935.54178,"Aviation gasoline total consumption."
"AVTCB","TX",1980,6380.28325,"Aviation gasoline total consumption."
"AVTCB","TX",1981,6569.6305,"Aviation gasoline total consumption."
"AVTCB","TX",1982,4558.61043,"Aviation gasoline total consumption."
"AVTCB","TX",1983,3848.01054,"Aviation gasoline total consumption."
"AVTCB","TX",1984,4859.37159,"Aviation gasoline total consumption."
"AVTCB","TX",1985,6648.84286,"Aviation gasoline total consumption."
"AVTCB","TX",1986,7770.93431,"Aviation gasoline total consumption."
"AVTCB","TX",1987,5806.03751,"Aviation gasoline total consumption."
"AVTCB","TX",1988,5112.00283,"Aviation gasoline total consumption."
"AVTCB","TX",1989,4138.45701,"Aviation gasoline total consumption."
"AVTCB","TX",1990,4229.69325,"Aviation gasoline total consumption."
"AVTCB","TX",1991,3308.63765,"Aviation gasoline total consumption."
"AVTCB","TX",1992,3955.0242,"Aviation gasoline total consumption."
"AVTCB","TX",1993,3498.31771,"Aviation gasoline total consumption."
"AVTCB","TX",1994,3902.49083,"Aviation gasoline total consumption."
"AVTCB","TX",1995,3254.77604,"Aviation gasoline total consumption."
"AVTCB","TX",1996,3154.86431,"Aviation gasoline total consumption."
"AVTCB","TX",1997,3319.64178,"Aviation gasoline total consumption."
"AVTCB","TX",1998,2799.32428,"Aviation gasoline total consumption."
"AVTCB","TX",1999,4016.84782,"Aviation gasoline total consumption."
"AVTCB","TX",2000,3072.69186,"Aviation gasoline total consumption."
"AVTCB","TX",2001,2361.99807,"Aviation gasoline total consumption."
"AVTCB","TX",2002,2690.41338,"Aviation gasoline total consumption."
"AVTCB","TX",2003,2581.39445,"Aviation gasoline total consumption."
"AVTCB","TX",2004,2442.96597,"Aviation gasoline total consumption."
"AVTCB","TX",2005,2578.74864,"Aviation gasoline total consumption."
"AVTCB","TX",2006,2495.48057,"Aviation gasoline total consumption."
"AVTCB","TX",2007,2483.84584,"Aviation gasoline total consumption."
"AVTCB","TX",2008,2111.81031,"Aviation gasoline total consumption."
"AVTCB","TX",2009,1753.02058,"Aviation gasoline total consumption."
"BMTCB","AZ",1960,4012.94849,"Biomass total consumption"
"BMTCB","AZ",1961,3836.9629,"Biomass total consumption"
"BMTCB","AZ",1962,3672.12878,"Biomass total consumption"
"BMTCB","AZ",1963,4027.53031,"Biomass total consumption"
