"MSN","StateCode","Year","Data","Description"
"AVTXB","AZ",2008,789.37585,"Aviation gasoline total end-use consumption."
"AVTXB","AZ",2009,640.33799,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1960,27172.79566,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1961,17354.57387,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1962,24954.59057,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1963,22040.13004,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1964,19461.47419,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1965,16869.61579,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1966,16100.91529,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1967,14297.93304,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1968,14375.77724,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1969,11905.41663,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1970,11023.92457,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1971,10277.92634,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1972,10476.50325,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1973,10288.8123,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1974,9987.76725,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1975,8280.49038,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1976,7925.92406,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1977,8314.33117,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1978,8851.95331,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1979,8489.30686,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1980,1440.35084,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1981,666.29885,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1982,5778.98447,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1983,5891.37284,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1984,5286.48564,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1985,6836.82559,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1986,6754.36651,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1987,5470.31487,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1988,6621.4986,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1989,6575.02464,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1990,5581.15729,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1991,5506.39045,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1992,5344.53078,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1993,4134.01927,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1994,4003.23407,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1995,4073.36023,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1996,3880.92199,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1997,4222.32913,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1998,2899.15444,"Aviation gasoline total end-use consumption."
"AVTXB","CA",1999,4166.70279,"Aviation gasoline total end-use consumption."
"AVTXB","CA",2000,3651.28584,"Aviation gasoline total end-use consumption."
"AVTXB","CA",2001,2706.15809,"Aviation gasoline total end-use consumption."
"AVTXB","CA",2002,3024.76261,"Aviation gasoline total end-use consumption."
"AVTXB","CA",2003,3033.03487,"Aviation gasoline total end-use consumption."
"AVTXB","CA",2004,2795.48795,"Aviation gasoline total end-use consumption."
"AVTXB","CA",2005,2675.62975,"Aviation gasoline total end-use consumption."
"AVTXB","CA",2006,2325.79073,"Aviation gasoline total end-use consumption."
"AVTXB","CA",2007,2233.97912,"Aviation gasoline total end-use consumption."
"AVTXB","CA",2008,2056.82936,"Aviation gasoline total end-use consumption."
"AVTXB","CA",2009,1438.95234,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1960,1013.90049,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1961,903.74283,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1962,1451.50843,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1963,1415.74204,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1964,1592.44026,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1965,1204.06032,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1966,1016.65115,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1967,721.53028,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1968,651.15247,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1969,636.82499,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1970,561.80348,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1971,590.69031,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1972,537.69539,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1973,426.80557,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1974,540.84777,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1975,409.97044,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1976,399.00169,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1977,411.76566,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1978,412.15592,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1979,402.27032,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1980,841.63159,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1981,686.83997,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1982,651.31371,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1983,535.0619,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1984,419.36129,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1985,477.8613,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1986,523.25034,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1987,438.10845,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1988,277.05736,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1989,486.88187,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1990,433.3237,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1991,472.84878,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1992,472.55605,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1993,357.69881,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1994,311.8455,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1995,269.11171,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1996,508.43153,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1997,513.62613,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1998,307.80336,"Aviation gasoline total end-use consumption."
"AVTXB","NM",1999,350.95745,"Aviation gasoline total end-use consumption."
"AVTXB","NM",2000,370.32663,"Aviation gasoline total end-use consumption."
"AVTXB","NM",2001,399.28393,"Aviation gasoline total end-use consumption."
"AVTXB","NM",2002,371.99782,"Aviation gasoline total end-use consumption."
"AVTXB","NM",2003,324.96959,"Aviation gasoline total end-use consumption."
"AVTXB","NM",2004,447.94165,"Aviation gasoline total end-use consumption."
"AVTXB","NM",2005,300.68644,"Aviation gasoline total end-use consumption."
"AVTXB","NM",2006,245.13845,"Aviation gasoline total end-use consumption."
"AVTXB","NM",2007,231.56413,"Aviation gasoline total end-use consumption."
"AVTXB","NM",2008,597.63378,"Aviation gasoline total end-use consumption."
"AVTXB","NM",2009,437.22152,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1960,16459.98886,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1961,14413.73441,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1962,19602.90128,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1963,18447.64583,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1964,17013.57996,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1965,17453.45192,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1966,15202.1357,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1967,13483.16055,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1968,11221.48194,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1969,11039.17387,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1970,10131.47568,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1971,10084.76133,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1972,7898.38303,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1973,7846.78142,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1974,8092.19736,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1975,6623.55788,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1976,6411.47888,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1977,6872.75048,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1978,6454.46932,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1979,5935.54178,"Aviation gasoline total end-use consumption."
"AVTXB","TX",1980,6380.28325,"Aviation gasoline total end-use consumption."
