"MSN","StateCode","Data","Description","Unit"
"RFCCP","TX",3.79885,"Residual fuel oil consumed by the commercial sector.","Thousand barrels"
"RFCCV","AZ",0,"Residual fuel oil expenditures in the commercial sector.","Million dollars"
"RFCCV","CA",0,"Residual fuel oil expenditures in the commercial sector.","Million dollars"
"RFCCV","NM",0,"Residual fuel oil expenditures in the commercial sector.","Million dollars"
"RFCCV","TX",0.22564,"Residual fuel oil expenditures in the commercial sector.","Million dollars"
"RFEIB","AZ",0,"Residual fuel oil consumed by the electric power sector.","Billion Btu"
"RFEIB","CA",59.4373,"Residual fuel oil consumed by the electric power sector.","Billion Btu"
"RFEIB","NM",0,"Residual fuel oil consumed by the electric power sector.","Billion Btu"
"RFEIB","TX",0,"Residual fuel oil consumed by the electric power sector.","Billion Btu"
"RFEID","AZ",0,"Residual fuel oil price in the electric power sector.","Dollars per million Btu"
"RFEID","CA",12.41,"Residual fuel oil price in the electric power sector.","Dollars per million Btu"
"RFEID","NM",0,"Residual fuel oil price in the electric power sector.","Dollars per million Btu"
"RFEID","TX",0,"Residual fuel oil price in the electric power sector.","Dollars per million Btu"
"RFEIP","AZ",0,"Residual fuel oil consumed by the electric power sector.","Thousand barrels"
"RFEIP","CA",9.454,"Residual fuel oil consumed by the electric power sector.","Thousand barrels"
"RFEIP","NM",0,"Residual fuel oil consumed by the electric power sector.","Thousand barrels"
"RFEIP","TX",0,"Residual fuel oil consumed by the electric power sector.","Thousand barrels"
"RFEIV","AZ",0,"Residual fuel oil expenditures in the electric power sector.","Million dollars"
"RFEIV","CA",0.73762,"Residual fuel oil expenditures in the electric power sector.","Million dollars"
"RFEIV","NM",0,"Residual fuel oil expenditures in the electric power sector.","Million dollars"
"RFEIV","TX",0,"Residual fuel oil expenditures in the electric power sector.","Million dollars"
"RFICB","AZ",0,"Residual fuel oil consumed by the industrial sector.","Billion Btu"
"RFICB","CA",41.78579,"Residual fuel oil consumed by the industrial sector.","Billion Btu"
"RFICB","NM",62.73489,"Residual fuel oil consumed by the industrial sector.","Billion Btu"
"RFICB","TX",10274.98021,"Residual fuel oil consumed by the industrial sector.","Billion Btu"
"RFICD","AZ",0,"Residual fuel oil price in the industrial sector.","Dollars per million Btu"
"RFICD","CA",0,"Residual fuel oil price in the industrial sector.","Dollars per million Btu"
"RFICD","NM",9.37134,"Residual fuel oil price in the industrial sector.","Dollars per million Btu"
"RFICD","TX",9.44741,"Residual fuel oil price in the industrial sector.","Dollars per million Btu"
"RFICP","AZ",0,"Residual fuel oil consumed by the industrial sector","Thousand barrels"
"RFICP","CA",6.64638,"Residual fuel oil consumed by the industrial sector","Thousand barrels"
"RFICP","NM",9.97851,"Residual fuel oil consumed by the industrial sector","Thousand barrels"
"RFICP","TX",1634.32165,"Residual fuel oil consumed by the industrial sector","Thousand barrels"
"RFICV","AZ",0,"Residual fuel oil expenditures in the industrial sector.","Million dollars"
"RFICV","CA",0,"Residual fuel oil expenditures in the industrial sector.","Million dollars"
"RFICV","NM",0.57961,"Residual fuel oil expenditures in the industrial sector.","Million dollars"
"RFICV","TX",95.7015,"Residual fuel oil expenditures in the industrial sector.","Million dollars"
"RFISB","AZ",0,"Residual fuel oil consumed by the industrial sector excluding refinery fuel.","Billion Btu"
"RFISB","CA",0,"Residual fuel oil consumed by the industrial sector excluding refinery fuel.","Billion Btu"
"RFISB","NM",61.84918,"Residual fuel oil consumed by the industrial sector excluding refinery fuel.","Billion Btu"
"RFISB","TX",10129.91913,"Residual fuel oil consumed by the industrial sector excluding refinery fuel.","Billion Btu"
"RFRFB","AZ",0,"Residual fuel oil consumed as refinery fuel.","Billion Btu"
"RFRFB","CA",68.20842,"Residual fuel oil consumed as refinery fuel.","Billion Btu"
"RFRFB","NM",0.88571,"Residual fuel oil consumed as refinery fuel.","Billion Btu"
"RFRFB","TX",145.06108,"Residual fuel oil consumed as refinery fuel.","Billion Btu"
"RFTCB","AZ",0,"Residual fuel oil total consumption.","Billion Btu"
"RFTCB","CA",242715.8495,"Residual fuel oil total consumption.","Billion Btu"
"RFTCB","NM",62.73489,"Residual fuel oil total consumption.","Billion Btu"
"RFTCB","TX",152574.9646,"Residual fuel oil total consumption.","Billion Btu"
"RFTCD","AZ",0,"Residual fuel oil average price, all sectors.","Dollars per million Btu"
"RFTCD","CA",12.5719,"Residual fuel oil average price, all sectors.","Dollars per million Btu"
"RFTCD","NM",9.37134,"Residual fuel oil average price, all sectors.","Dollars per million Btu"
"RFTCD","TX",7.30523,"Residual fuel oil average price, all sectors.","Dollars per million Btu"
"RFTCP","AZ",0,"Residual fuel oil total consumption.","Thousand barrels"
"RFTCP","CA",38605.98847,"Residual fuel oil total consumption.","Thousand barrels"
"RFTCP","NM",9.97851,"Residual fuel oil total consumption.","Thousand barrels"
"RFTCP","TX",24268.32585,"Residual fuel oil total consumption.","Thousand barrels"
"RFTCV","AZ",0,"Residual fuel oil total expenditures.","Million dollars"
"RFTCV","CA",3050.87415,"Residual fuel oil total expenditures.","Million dollars"
"RFTCV","NM",0.57961,"Residual fuel oil total expenditures.","Million dollars"
"RFTCV","TX",1113.53561,"Residual fuel oil total expenditures.","Million dollars"
"RFTXB","AZ",0,"Residual fuel oil total end-use consumption.","Billion Btu"
"RFTXB","CA",242656.4122,"Residual fuel oil total end-use consumption.","Billion Btu"
"RFTXB","NM",62.73489,"Residual fuel oil total end-use consumption.","Billion Btu"
"RFTXB","TX",152574.9646,"Residual fuel oil total end-use consumption.","Billion Btu"
"RFTXD","AZ",0,"Residual fuel oil average price, all end-use sectors.","Dollars per million Btu"
"RFTXD","CA",12.57194,"Residual fuel oil average price, all end-use sectors.","Dollars per million Btu"
"RFTXD","NM",9.37134,"Residual fuel oil average price, all end-use sectors.","Dollars per million Btu"
"RFTXD","TX",7.305230678,"Residual fuel oil average price, all end-use sectors.","Dollars per million Btu"
"RFTXP","AZ",0,"Residual fuel oil total end-use consumption.","Thousand barrels"
"RFTXP","CA",38596.53447,"Residual fuel oil total end-use consumption.","Thousand barrels"
"RFTXP","NM",9.97851,"Residual fuel oil total end-use consumption.","Thousand barrels"
"RFTXP","TX",24268.32585,"Residual fuel oil total end-use consumption.","Thousand barrels"
"RFTXV","AZ",0,"Residual fuel oil total end-use expenditures.","Million dollars"
"RFTXV","CA",3050.13653,"Residual fuel oil total end-use expenditures.","Million dollars"
"RFTXV","NM",0.57961,"Residual fuel oil total end-use expenditures.","Million dollars"
"RFTXV","TX",1113.53561,"Residual fuel oil total end-use expenditures.","Million dollars"
