"MSN","StateCode","Data","Description","Unit"
"NGCCP","CA",247570,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","Million cubic feet"
"NGCCP","NM",24677,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","Million cubic feet"
"NGCCP","TX",167357,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","Million cubic feet"
"NGCCV","AZ",391.18142,"Natural gas expenditures in the commercial sector (including supplemental gaseous fuels).","Million dollars"
"NGCCV","CA",1918.66631,"Natural gas expenditures in the commercial sector (including supplemental gaseous fuels).","Million dollars"
"NGCCV","NM",185.57098,"Natural gas expenditures in the commercial sector (including supplemental gaseous fuels).","Million dollars"
"NGCCV","TX",1365.63389,"Natural gas expenditures in the commercial sector (including supplemental gaseous fuels).","Million dollars"
"NGEIB","AZ",267697.6405,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","Billion Btu"
"NGEIB","CA",830777.2644,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","Billion Btu"
"NGEIB","NM",72030.87207,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","Billion Btu"
"NGEIB","TX",1415849.671,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","Billion Btu"
"NGEID","AZ",4.06997,"Natural gas price in the electric power sector (including supplemental gaseous fuels).","Dollars per million Btu"
"NGEID","CA",4.32323,"Natural gas price in the electric power sector (including supplemental gaseous fuels).","Dollars per million Btu"
"NGEID","NM",3.96829,"Natural gas price in the electric power sector (including supplemental gaseous fuels).","Dollars per million Btu"
"NGEID","TX",3.88049,"Natural gas price in the electric power sector (including supplemental gaseous fuels).","Dollars per million Btu"
"NGEIK","AZ",1.02212,"Factor for converting natural gas consumed by the electric power sector from physical units to Btu.","Thousand Btu per cubic foot"
"NGEIK","CA",1.02701,"Factor for converting natural gas consumed by the electric power sector from physical units to Btu.","Thousand Btu per cubic foot"
"NGEIK","NM",1.02752,"Factor for converting natural gas consumed by the electric power sector from physical units to Btu.","Thousand Btu per cubic foot"
"NGEIK","TX",1.02049,"Factor for converting natural gas consumed by the electric power sector from physical units to Btu.","Thousand Btu per cubic foot"
"NGEIP","AZ",261904.317,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","Million cubic feet"
"NGEIP","CA",808928.116,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","Million cubic feet"
"NGEIP","NM",70101.674,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","Million cubic feet"
"NGEIP","TX",1387421.406,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","Million cubic feet"
"NGEIV","AZ",1089.52137,"Natural gas expenditures in the electric power sector (including supplemental gaseous fuels).","Million dollars"
"NGEIV","CA",3591.64119,"Natural gas expenditures in the electric power sector (including supplemental gaseous fuels).","Million dollars"
"NGEIV","NM",285.83939,"Natural gas expenditures in the electric power sector (including supplemental gaseous fuels).","Million dollars"
"NGEIV","TX",5494.19049,"Natural gas expenditures in the electric power sector (including supplemental gaseous fuels).","Million dollars"
"NGICB","AZ",18293.0409,"Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).","Billion Btu"
"NGICB","CA",792794.1734,"Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).","Billion Btu"
"NGICB","NM",105042.9684,"Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).","Billion Btu"
"NGICB","TX",1579792.971,"Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).","Billion Btu"
"NGICD","AZ",8.04313,"Natural gas price in the industrial sector (including supplemental gaseous fuels).","Dollars per million Btu"
"NGICD","CA",6.39734,"Natural gas price in the industrial sector (including supplemental gaseous fuels).","Dollars per million Btu"
"NGICD","NM",5.26162,"Natural gas price in the industrial sector (including supplemental gaseous fuels).","Dollars per million Btu"
"NGICD","TX",3.95222,"Natural gas price in the industrial sector (including supplemental gaseous fuels).","Dollars per million Btu"
"NGICP","AZ",17965,"Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).","Million cubic feet"
"NGICP","CA",771959,"Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).","Million cubic feet"
"NGICP","NM",102162,"Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).","Million cubic feet"
"NGICP","TX",1541652.488,"Natural gas consumed by (delivered to) the industrial sector (including supplemental gaseous fuels).","Million cubic feet"
"NGICV","AZ",146.99408,"Natural gas expenditures in the industrial sector (including supplemental gaseous fuels).","Million dollars"
"NGICV","CA",4023.16954,"Natural gas expenditures in the industrial sector (including supplemental gaseous fuels).","Million dollars"
"NGICV","NM",12.28958,"Natural gas expenditures in the industrial sector (including supplemental gaseous fuels).","Million dollars"
"NGICV","TX",4037.00234,"Natural gas expenditures in the industrial sector (including supplemental gaseous fuels).","Million dollars"
"NGISB","AZ",18275.73048,"Natural gas consumed by the industrial sector excluding refinery fuel (including supplemental gaseous fuels).","Billion Btu"
"NGISB","CA",628881.6196,"Natural gas consumed by the industrial sector excluding refinery fuel (including supplemental gaseous fuels).","Billion Btu"
"NGISB","NM",2335.70209,"Natural gas consumed by the industrial sector excluding refinery fuel (including supplemental gaseous fuels).","Billion Btu"
"NGISB","TX",1021451.826,"Natural gas consumed by the industrial sector excluding refinery fuel (including supplemental gaseous fuels).","Billion Btu"
"NGLPB","AZ",17.31042,"Natural gas consumed as lease and plant fuel.","Billion Btu"
"NGLPB","CA",67512.26862,"Natural gas consumed as lease and plant fuel.","Billion Btu"
"NGLPB","NM",88920.7924,"Natural gas consumed as lease and plant fuel.","Billion Btu"
"NGLPB","TX",350999.5689,"Natural gas consumed as lease and plant fuel.","Billion Btu"
"NGLPP","AZ",17,"Natural gas consumed as lease and plant fuel.","Million cubic feet"
"NGLPP","CA",65738,"Natural gas consumed as lease and plant fuel.","Million cubic feet"
"NGLPP","NM",86482,"Natural gas consumed as lease and plant fuel.","Million cubic feet"
"NGLPP","TX",342525.4883,"Natural gas consumed as lease and plant fuel.","Million cubic feet"
"NGMPB","AZ",726.952,"Natural gas marketed production.","Billion Btu"
"NGMPB","CA",309834.8831,"Natural gas marketed production.","Billion Btu"
"NGMPB","NM",1557686.627,"Natural gas marketed production.","Billion Btu"
"NGMPB","TX",8074816.241,"Natural gas marketed production.","Billion Btu"
"NGMPK","AZ",1.021,"Conversion factor for natural gas marketed production.","Thousand Btu per cubic feet"
"NGMPK","CA",1.12026,"Conversion factor for natural gas marketed production.","Thousand Btu per cubic feet"
"NGMPK","NM",1.12631,"Conversion factor for natural gas marketed production.","Thousand Btu per cubic feet"
"NGMPK","TX",1.10849,"Conversion factor for natural gas marketed production.","Thousand Btu per cubic feet"
"NGMPP","AZ",712,"Natural gas marketed production.","Million cubic feet"
"NGMPP","CA",276575,"Natural gas marketed production.","Million cubic feet"
"NGMPP","NM",1383004,"Natural gas marketed production.","Million cubic feet"
"NGMPP","TX",7284519.855,"Natural gas marketed production.","Million cubic feet"
"NGPZB","AZ",20259.30096,"Natural gas consumed as pipeline fuel.","Billion Btu"
"NGPZB","CA",6465.92904,"Natural gas consumed as pipeline fuel.","Billion Btu"
"NGPZB","NM",11134.3778,"Natural gas consumed as pipeline fuel.","Billion Btu"
"NGPZB","TX",95821.38792,"Natural gas consumed as pipeline fuel.","Billion Btu"
"NGPZP","AZ",19896,"Natural gas consumed as pipeline fuel.","Million cubic feet"
"NGPZP","CA",6296,"Natural gas consumed as pipeline fuel.","Million cubic feet"
"NGPZP","NM",10829,"Natural gas consumed as pipeline fuel.","Million cubic feet"
"NGPZP","TX",93508,"Natural gas consumed as pipeline fuel.","Million cubic feet"
"NGRCB","AZ",35366.20632,"Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).","Billion Btu"
"NGRCB","CA",493593.9878,"Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).","Billion Btu"
"NGRCB","NM",33265.3546,"Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).","Billion Btu"
"NGRCB","TX",196980.6465,"Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).","Billion Btu"
"NGRCD","AZ",17.33349,"Natural gas price in the residential sector (including supplemental gaseous fuels).","Dollars per million Btu"
"NGRCD","CA",9.18217,"Natural gas price in the residential sector (including supplemental gaseous fuels).","Dollars per million Btu"
"NGRCD","NM",9.26862,"Natural gas price in the residential sector (including supplemental gaseous fuels).","Dollars per million Btu"
"NGRCD","TX",10.91984,"Natural gas price in the residential sector (including supplemental gaseous fuels).","Dollars per million Btu"
"NGRCP","AZ",34732,"Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).","Million cubic feet"
"NGRCP","CA",480622,"Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).","Million cubic feet"
"NGRCP","NM",32353,"Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).","Million cubic feet"
"NGRCP","TX",192225,"Natural gas consumed by (delivered to) the residential sector (including supplemental gaseous fuels).","Million cubic feet"
"NGRCV","AZ",613.01978,"Natural gas expenditures in the residential sector (including supplemental gaseous fuels).","Million dollars"
"NGRCV","CA",4532.26391,"Natural gas expenditures in the residential sector (including supplemental gaseous fuels).","Million dollars"
"NGRCV","NM",308.32393,"Natural gas expenditures in the residential sector (including supplemental gaseous fuels).","Million dollars"
"NGRCV","TX",2150.99714,"Natural gas expenditures in the residential sector (including supplemental gaseous fuels).","Million dollars"
"NGRFB","AZ",0,"Natural gas consumed as refinery fuel (including supplemental gaseous fuels).","Billion Btu"
"NGRFB","CA",96400.28519,"Natural gas consumed as refinery fuel (including supplemental gaseous fuels).","Billion Btu"
"NGRFB","NM",13786.47391,"Natural gas consumed as refinery fuel (including supplemental gaseous fuels).","Billion Btu"
"NGRFB","TX",207341.5757,"Natural gas consumed as refinery fuel (including supplemental gaseous fuels).","Billion Btu"
"NGTCB","AZ",376674.7907,"Natural gas total consumption (including supplemental gaseous fuels).","Billion Btu"
"NGTCB","CA",2391376.808,"Natural gas total consumption (including supplemental gaseous fuels).","Billion Btu"
"NGTCB","NM",247119.5569,"Natural gas total consumption (including supplemental gaseous fuels).","Billion Btu"
"NGTCB","TX",3462210.402,"Natural gas total consumption (including supplemental gaseous fuels).","Billion Btu"
"NGTCD","AZ",6.38089,"Natural gas average price, all sectors (including supplemental gaseous fuels).","Dollars per million Btu"
"NGTCD","CA",6.37809,"Natural gas average price, all sectors (including supplemental gaseous fuels).","Dollars per million Btu"
"NGTCD","NM",5.95016,"Natural gas average price, all sectors (including supplemental gaseous fuels).","Dollars per million Btu"
"NGTCD","TX",4.65043,"Natural gas average price, all sectors (including supplemental gaseous fuels).","Dollars per million Btu"
"NGTCK","AZ",1.021,"Factor for converting natural gas total consumption from physical units to Btu.","Thousand Btu per cubic foot"
"NGTCK","CA",1.027,"Factor for converting natural gas total consumption from physical units to Btu.","Thousand Btu per cubic foot"
"NGTCK","NM",1.028,"Factor for converting natural gas total consumption from physical units to Btu.","Thousand Btu per cubic foot"
"NGTCK","TX",1.023,"Factor for converting natural gas total consumption from physical units to Btu.","Thousand Btu per cubic foot"
"NGTCP","AZ",368927.317,"Natural gas total consumption (including supplemental gaseous fuels).","Million cubic feet"
"NGTCP","CA",2328507.116,"Natural gas total consumption (including supplemental gaseous fuels).","Million cubic feet"
"NGTCP","NM",240388.674,"Natural gas total consumption (including supplemental gaseous fuels).","Million cubic feet"
"NGTCP","TX",3384369.894,"Natural gas total consumption (including supplemental gaseous fuels).","Million cubic feet"
"NGTCV","AZ",2274.13729,"Natural gas total expenditures (including supplemental gaseous fuels).","Million dollars"
"NGTCV","CA",14165.67542,"Natural gas total expenditures (including supplemental gaseous fuels).","Million dollars"
"NGTCV","NM",793.0267,"Natural gas total expenditures (including supplemental gaseous fuels).","Million dollars"
"NGTCV","TX",13058.58913,"Natural gas total expenditures (including supplemental gaseous fuels).","Million dollars"
"NGTXB","AZ",108977.24,"Natural gas total end-use consumption (including supplemental gaseous fuels).","Billion Btu"
"NGTXB","CA",1560592.437,"Natural gas total end-use consumption (including supplemental gaseous fuels).","Billion Btu"
"NGTXB","NM",175089.0934,"Natural gas total end-use consumption (including supplemental gaseous fuels).","Billion Btu"
"NGTXB","TX",2046352.994,"Natural gas total end-use consumption (including supplemental gaseous fuels).","Billion Btu"
"NGTXD","AZ",13.35521442,"Natural gas average price, all end-use sectors (including supplemental gaseous fuels).","Dollars per million Btu"
"NGTXD","CA",7.60604811,"Natural gas average price, all end-use sectors (including supplemental gaseous fuels).","Dollars per million Btu"
"NGTXD","NM",8.280953994,"Natural gas average price, all end-use sectors (including supplemental gaseous fuels).","Dollars per million Btu"
"NGTXD","TX",5.433450991,"Natural gas average price, all end-use sectors (including supplemental gaseous fuels).","Dollars per million Btu"
"NGTXK","AZ",1.01826,"Factor for converting natural gas consumed by all sectors other than electric power from physical units to Btu.","Thousand Btu per cubic foot"
"NGTXK","CA",1.02699,"Factor for converting natural gas consumed by all sectors other than electric power from physical units to Btu.","Thousand Btu per cubic foot"
"NGTXK","NM",1.0282,"Factor for converting natural gas consumed by all sectors other than electric power from physical units to Btu.","Thousand Btu per cubic foot"
"NGTXK","TX",1.02474,"Factor for converting natural gas consumed by all sectors other than electric power from physical units to Btu.","Thousand Btu per cubic foot"
"NGTXP","AZ",107023,"Natural gas total end-use consumption (including supplemental gaseous fuels).","Million cubic feet"
"NGTXP","CA",1519579,"Natural gas total end-use consumption (including supplemental gaseous fuels).","Million cubic feet"
"NGTXP","NM",170287,"Natural gas total end-use consumption (including supplemental gaseous fuels).","Million cubic feet"
"NGTXP","TX",1996948.488,"Natural gas total end-use consumption (including supplemental gaseous fuels).","Million cubic feet"
"NGTXV","AZ",1184.61592,"Natural gas total end-use expenditures (including supplemental gaseous fuels).","Million dollars"
"NGTXV","CA",10574.03423,"Natural gas total end-use expenditures (including supplemental gaseous fuels).","Million dollars"
"NGTXV","NM",507.18731,"Natural gas total end-use expenditures (including supplemental gaseous fuels).","Million dollars"
"NGTXV","TX",7564.39864,"Natural gas total end-use expenditures (including supplemental gaseous fuels).","Million dollars"
"NGVHB","AZ",2274.79284,"Natural gas consumed as vehicle fuel.","Billion Btu"
"NGVHB","CA",13486.43268,"Natural gas consumed as vehicle fuel.","Billion Btu"
"NGVHB","NM",273.5012,"Natural gas consumed as vehicle fuel.","Billion Btu"
"NGVHB","TX",2260.57644,"Natural gas consumed as vehicle fuel.","Billion Btu"
"NGVHP","AZ",2234,"Natural gas consumed as vehicle fuel.","Million cubic feet"
"NGVHP","CA",13132,"Natural gas consumed as vehicle fuel.","Million cubic feet"
"NGVHP","NM",266,"Natural gas consumed as vehicle fuel.","Million cubic feet"
"NGVHP","TX",2206,"Natural gas consumed as vehicle fuel.","Million cubic feet"
"NNACB","AZ",22534.0938,"Natural gas consumed by the transportation sector.  (Code used in SEDS 2006.)","Billion Btu"
"NNACB","CA",19952.36172,"Natural gas consumed by the transportation sector.  (Code used in SEDS 2006.)","Billion Btu"
"NNACB","NM",11407.879,"Natural gas consumed by the transportation sector.  (Code used in SEDS 2006.)","Billion Btu"
"NNACB","TX",98081.96436,"Natural gas consumed by the transportation sector.  (Code used in SEDS 2006.)","Billion Btu"
"NNCCB","AZ",32783.89896,"Natural gas consumed by (delivered to) the commercial sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNCCB","CA",254251.9143,"Natural gas consumed by (delivered to) the commercial sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNCCB","NM",25372.8914,"Natural gas consumed by (delivered to) the commercial sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNCCB","TX",171497.4122,"Natural gas consumed by (delivered to) the commercial sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNEIB","AZ",267697.6405,"Natural gas consumed by the electric power sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNEIB","CA",830777.2644,"Natural gas consumed by the electric power sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNEIB","NM",72030.87207,"Natural gas consumed by the electric power sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNEIB","TX",1415849.671,"Natural gas consumed by the electric power sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNICB","AZ",18293.0409,"Natural gas consumed by (delivered to) the industrial sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNICB","CA",792794.1734,"Natural gas consumed by (delivered to) the industrial sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNICB","NM",105042.9684,"Natural gas consumed by (delivered to) the industrial sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNICB","TX",1579792.971,"Natural gas consumed by (delivered to) the industrial sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNRCB","AZ",35366.20632,"Natural gas consumed by (delivered to) the residential sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNRCB","CA",493593.9878,"Natural gas consumed by (delivered to) the residential sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNRCB","NM",33265.3546,"Natural gas consumed by (delivered to) the residential sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNRCB","TX",196980.6465,"Natural gas consumed by (delivered to) the residential sector (excluding supplemental gaseous fuels).  (Code used in SEDS 2006.)","Billion Btu"
"NNTCB","AZ",376674.7907,"Natural gas total consumption (excluding supplemental gaseous fuels).","Billion Btu"
"NNTCB","CA",2391376.808,"Natural gas total consumption (excluding supplemental gaseous fuels).","Billion Btu"
"NNTCB","NM",247119.5569,"Natural gas total consumption (excluding supplemental gaseous fuels).","Billion Btu"
"NNTCB","TX",3462210.402,"Natural gas total consumption (excluding supplemental gaseous fuels).","Billion Btu"
